pv_to_load_series_kw,pv_to_storage_series_kw,pv_to_grid_series_kw,pv_curtailed_production_series_kw,storage_to_load_series_kw,soc_series_fraction,grid_to_load_series_kw,grid_to_battery_series_kw,cost_per_timestep
155.5237579345703,0.0,0.0,0,0.0,0.353683,344.4762420654297,499.9999542236328,0.8444761848449707
116.7288818359375,0.0,0.0,0,3.966535100374813e-9,0.35378,383.27111816009597,0.0,0.3832711315155029
116.7288818359375,0.0,0.0,0,3.9142036278860814e-9,0.35378,383.2711181601483,0.0,0.3832711315155029
112.81729125976562,0.0,0.0,0,120.0,0.351469,267.1827087402344,0.0,0.40077408313751217
112.16139221191406,0.0,0.0,0,120.0,0.345624,267.8385772705078,0.0,0.40175787448883055
103.29174041748047,0.0,0.0,0,120.0,0.335105,276.708251953125,0.0,0.4150623607635498
103.29174041748047,0.0,0.0,0,120.0,0.329258,276.708251953125,0.0,0.4150623607635498
134.21434020996094,0.0,0.0,0,120.0,0.318741,245.78565979003906,0.0,0.3686784696578979
132.92771911621094,0.0,0.0,0,119.99999237060547,0.312899,247.07225036621094,0.0,0.37060837268829344
118.78934478759766,0.0,0.0,0,120.0,0.302378,261.21065521240234,0.0,0.3918159770965576
118.78934478759766,0.0,0.0,0,120.0,0.296534,261.21065521240234,0.0,0.3918159770965576
119.47872161865234,0.0,0.0,0,120.0,0.286014,260.52127838134766,0.0,0.3907819318771362
119.47872161865234,0.0,0.0,0,120.0,0.280172,260.52127838134766,0.0,0.3907819318771362
